location_lat,location_lng,business_name,full_address,business_kind,signs
31.2633229444444,34.7785079444444,אוונגארד קליניקס,מבצע יואב 49/42ב,מרפאות פרטיות,"[{""contents"": ""אוונגארד קליניקס"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201924780.jpg""}, {""contents"": ""חווה זינגבוים"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201924806.jpg""}, {""contents"": ""אוונגארד קליניקס"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201924813.jpg""}, {""contents"": ""ויטרינה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201924815.jpg""}, {""contents"": ""ויטרינה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201924817.jpg""}, {""contents"": ""ויטרינה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201924823.jpg""}, {""contents"": ""חזית"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201924824.jpg""}, {""contents"": ""אוונגארד קליניקס"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201924826.jpg""}, {""contents"": ""אוונגארד קליניקס"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201924827.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201924882.jpg""}]"
31.2179820277778,34.8119746666667,אוטו אאוטלט,הגנן 5,מוסך,"[{""contents"": ""אוטאאוטלט"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917187.jpg""}, {""contents"": ""אוטאאוטלט"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917186.jpg""}, {""contents"": ""אוטאאוטלט"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917184.jpg""}, {""contents"": ""אוטאאוטלט"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917183.jpg""}, {""contents"": ""אוטאאוטלט"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917182.jpg""}, {""contents"": ""אוטאאוטלט"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917181.jpg""}, {""contents"": ""אוטאאוטלט"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917180.jpg""}, {""contents"": ""אוטאאוטלט"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917175.jpg""}, {""contents"": ""אוטאאוטלט"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201917174.jpg""}]"
31.22243,34.8110409,אוטו גלס דרום,החרט 1,זגג,"[{""contents"": ""אוטו גלס"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201915831.jpg""}, {""contents"": ""אוטו גלס"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201915833.jpg""}]"
31.2415243333333,34.8110009722222,אוטו דיפו,שדרת חיל הנד 2/4,מכשירי חשמל ואלקטרונ,"[{""contents"": ""אייס (לעז)"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201910507.jpg""}, {""contents"": ""אוטו דיפו (לעז)"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201910508.jpg""}, {""contents"": ""אייס (לעז)"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201910510.jpg""}, {""contents"": ""אוטו דיפו (לעז)"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201910511.jpg""}, {""contents"": ""אייס (לעז)"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201910819.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201910820.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201910829.jpg""}]"
31.2516178333333,34.8085709444444,אוטו למד,השלום 54/6,כלי-רכב-מכירה והשכרה,"[{""contents"": ""אוטו למד"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201929676.jpg""}, {""contents"": ""אוטו למד"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201929673.jpg""}]"
31.25160925,34.8208817222222,אוטו סנטר,באר שבע 110,,"[{""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912080.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912081.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912082.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912083.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912092.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912093.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912094.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912095.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912096.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912097.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912098.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912099.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912053.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912100.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912101.jpg""}, {""contents"": ""אוטו סנטר (לעז)"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912072.jpg""}, {""contents"": ""אוטו סנטר (לעז)"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912073.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912054.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912055.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912056.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912057.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912058.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912059.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912060.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912061.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912062.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912063.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912064.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912065.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912066.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912067.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912068.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912069.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912070.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912071.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912074.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912075.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912076.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912077.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912078.jpg""}, {""contents"": ""אוטו סנטר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201912079.jpg""}]"
31.2259240277778,34.8098008888889,אוטוטופ מכון לבדיקות,הבדיל 19/8,,"[{""contents"": ""אוטוטופ מכון לבדיקות"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201916408.jpg""}, {""contents"": ""אוטוטופ מכון לבדיקות"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201916402.jpg""}, {""contents"": ""אוטוטופ מכון לבדיקות"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201916403.jpg""}, {""contents"": ""אוטוטופ"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201916407.jpg""}]"
0,0,אולדן שן,החלוץ 90/4,,"[{""contents"": ""מרפאת שיניים וצילום"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201937897.jpg""}, {""contents"": ""מרפאת שיניים וצילום"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201937894.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201937903.jpg""}, {""contents"": ""מרפאת שיניים וצילום"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201937905.jpg""}, {""contents"": ""אולדן שן"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201937900.jpg""}, {""contents"": ""סמל אולדן"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201937890.jpg""}]"
31.2413902222222,34.8032288055556,אולטימו,דרך חברון 10,מלון- בית ארוח- פנסי,"[{""contents"": ""אולטימו"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201909512.jpg""}, {""contents"": ""אולטימו"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201909510.jpg""}, {""contents"": ""אולטימו"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201909509.jpg""}]"
31.2580396666667,34.7775935555556,אולטרה מיני מרקט,מינץ 7/2,מכולת,"[{""contents"": ""אולטרה מיני מרקט"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201924914.jpg""}, {""contents"": ""סככה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201924915.jpg""}, {""contents"": ""פלאטוק"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201924916.jpg""}]"
31.238818,34.7904707222222,אולמי הפתעות,קרן קיימת לי 103,משרדים כללי למעט בנקים,"[{""contents"": ""אולמי הפתעות"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201935895.jpg""}]"
31.2417493888889,34.7906921944444,אולמי פפה מישל,ההסתדרות 85,,"[{""contents"": ""פפה מישל"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201937517.jpg""}, {""contents"": ""פפה מישל"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201937518.jpg""}]"
31.2465567777778,34.7975972222222,אולניק לינוי,שד רגר יצחק 22,משרדים כללי למעט בנקים,"[{""contents"": ""אולניק לינוי"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201905824.jpg""}, {""contents"": ""אולניק לינוי"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201939955.jpg""}]"
,,"אולסי בע""מ",הבדיל 28/1,ייצור מוצר מתכתי,[]
31.2637275277778,34.8140331944444,אולסקריפטס,שדרת היחסות 11,אלקטרוניקה ומחשב/טלפוניה וכבל,"[{""contents"": ""די בי מושן"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201934029.jpg""}, {""contents"": ""די בי מושן"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201934041.jpg""}, {""contents"": ""אולסקריפטס"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201934163.jpg""}]"
31.2284383611111,34.8091345833333,אומנות הברזל והעץ,המנוף 21/4,מוסך,"[{""contents"": ""עומר מתכות"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201921007.jpg""}, {""contents"": ""עומר מתכות"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201921032.jpg""}, {""contents"": ""עומר מתכות"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201921034.jpg""}, {""contents"": ""עומר מתכות"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201921112.jpg""}, {""contents"": ""עומר מתכות"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201921156.jpg""}, {""contents"": ""עומר מתכות"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201921180.jpg""}, {""contents"": ""עומר מתכות"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201921185.jpg""}, {""contents"": ""אומנות הברזל והעץ"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201915199.jpg""}]"
31.2390220833333,34.7889371944444,אומנות הריפוד,החלוץ 53/19,מרפדיה,"[{""contents"": ""אומנות הריפוד"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201935330.jpg""}, {""contents"": ""אומנות הריפוד"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201935331.jpg""}, {""contents"": ""אומנות הריפוד"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201935332.jpg""}]"
31.2430546944444,34.7968585277778,אוניקס מחשבים וסלולר,בן צבי יצחק 4/122,אלקטרוניקה ומחשב/טלפוניה וכבל,"[{""contents"": ""אוניקס מחשבים וסלולר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201903904.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201903908.jpg""}, {""contents"": ""אוניקס"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201926671.jpg""}, {""contents"": ""פרסומים שונים"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201926662.jpg""}, {""contents"": ""פלאפון בעיר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201926670.jpg""}, {""contents"": ""אוניקס"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201926669.jpg""}, {""contents"": ""פלאפון בעיר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201926668.jpg""}, {""contents"": ""ויטרינה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201926663.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201903909.jpg""}]"
31.2498568888889,34.7726151944444,אוניקס מחשבים וסלולר,שד טוביהו דו 125/77,חנות ששטח המכירה,"[{""contents"": ""אוניקס מחשבים וסלולר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201901263.jpg""}, {""contents"": ""אלקטרוני מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201901265.jpg""}, {""contents"": ""מחשבים אוניקס סלולר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201907140.jpg""}, {""contents"": ""מחשבים אוניקס סלולר"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201907141.jpg""}, {""contents"": ""מכשיר אייפון"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201901264.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201901276.jpg""}, {""contents"": ""מכשיר אייפון"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201901271.jpg""}]"
31.2389194444444,34.79151425,אונלי ווד,העצמאות 25/6 ק,חנות רהיטים/שטיחים/עיצוב בית,"[{""contents"": ""אונלי ווד"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201938047.jpg""}, {""contents"": ""רהיטים בהתאמה אישית"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201938048.jpg""}]"
31.2643028333333,34.7925131666667,אוספך,אליהו הנביא 2/101,מרכול דגים עופות ובש,"[{""contents"": ""אוספך (רוסית)"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201920350.jpg""}, {""contents"": ""מעדניית אוספך (רוסית)"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201920351.jpg""}, {""contents"": ""אוספך (רוסית)"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201920334.jpg""}]"
31.2634268333333,34.7790273611111,אופטיק אביה,מבצע יואב 49/47ב,אופטיקה,"[{""contents"": ""אופטיק אביה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201924807.jpg""}, {""contents"": ""ויטרינה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201924809.jpg""}, {""contents"": ""אופטיק אביה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201924651.jpg""}, {""contents"": ""אופטיק אביה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201924650.jpg""}, {""contents"": ""אופטיק אביה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201924640.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201924808.jpg""}]"
31.247239,34.7989889166667,אופטיקה גליקליס,רסקו 28,אופטיקה,"[{""contents"": ""אופטיקה גליקליס"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201907098.jpg""}, {""contents"": ""אופטיקה גליקליס"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201907165.jpg""}, {""contents"": ""אופטיקה גליקליס"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201907166.jpg""}, {""contents"": ""גליקליס"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201907097.jpg""}]"
31.2438371944444,34.7946572777778,אופטיקה הלפרין,בן צבי יצחק 2/22 A,אופטיקה,"[{""contents"": ""הלפרין"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201903119.jpg""}, {""contents"": ""הלפרין"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201903121.jpg""}, {""contents"": ""סמל הלפרין"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201903120.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201903123.jpg""}, {""contents"": ""משקפיים זה מוצר צריכה בסיסי"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201903126.jpg""}, {""contents"": ""הגנה מלאה מקרינה מזיקה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201903127.jpg""}]"
31.2444604166667,34.7991121111111,אופטיקה הלפרין,בן צבי יצחק 9/9ק,חנות ששטח המכירה,"[{""contents"": ""הלפרין"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201905483.jpg""}, {""contents"": ""הלפרין"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201905482.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201905489.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201905484.jpg""}]"
31.2247633888889,34.8011766944444,אופטיקה הלפרין,קטינקא 2/135 B,אופטיקה,"[{""contents"": ""סמל הלפרין"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201918793.jpg""}, {""contents"": ""סמל הלפרין"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201918789.jpg""}, {""contents"": ""הלפרין"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201918794.jpg""}, {""contents"": ""הלפרין"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201918790.jpg""}, {""contents"": ""כיתובים שונים"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201918795.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201918785.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201918791.jpg""}]"
31.2505871944444,34.7715044722222,אופטיקה הלפרין,שד טוביהו דו 125/304,אופטיקה,"[{""contents"": ""סמל"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201902033.jpg""}, {""contents"": ""הלפרין"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201902034.jpg""}, {""contents"": ""אופטיקה הלפרין"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201902014.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201902035.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201902037.jpg""}]"
31.2423620833333,34.8110345555556,אופטיקה הלפרין,שדרת חיל הנד 2/2,אופטיקה,"[{""contents"": ""הלפרין"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201910956.jpg""}, {""contents"": ""הלפרין"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201910959.jpg""}, {""contents"": ""הלפרין"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201910960.jpg""}, {""contents"": ""הלפרין"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201910886.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201910958.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201910957.jpg""}]"
31.238381,34.7910647222222,אופטיקה לנדרייא,קרן קיימת לי 73,אופטיקה,"[{""contents"": ""אופטיקה לנדרייא"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201935989.jpg""}]"
31.2253724722222,34.820669,אופטיקה מודרנית,קישון 22/16,אופטיקה,"[{""contents"": ""אופטיקה מודרנית"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201918235.jpg""}, {""contents"": ""אופטיקה מודרנית"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201918202.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201918203.jpg""}]"
31.2486165,34.7992015555556,אופטיקה מישור,התקוה 10/19,אופטיקה,"[{""contents"": ""אופטיקה מישור"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201907373.jpg""}, {""contents"": ""אופטיקה מישור"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201907375.jpg""}, {""contents"": ""מכבי ממבט ראשון"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201907376.jpg""}, {""contents"": ""מכבי ממבט ראשון"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201907374.jpg""}, {""contents"": ""מישור אופטיקה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201907371.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201907377.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201907370.jpg""}]"
31.2435697777778,34.794848,אופטיקה מרקוביץ,בן צבי יצחק 2/1 F,אופטיקה,"[{""contents"": ""אופטיקה מרקוביץ"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201902739.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201902747.jpg""}, {""contents"": ""החנות החדשה"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201902851.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201902740.jpg""}, {""contents"": ""תמונות"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201902745.jpg""}, {""contents"": ""תמונות"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201902746.jpg""}]"
31.2429166388889,34.8120245833333,אופטיקה מרקוביץ,שדרת חיל הנדסה 2/4,אופטיקה,"[{""contents"": ""אופטיקה מרקוביץ"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201910702.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201910696.jpg""}, {""contents"": ""פרסום מתחלף"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201910690.jpg""}]"
31.2441812222222,34.7982866111111,אופטיקה פלמרי,בן צבי יצחק 7/8,משרדים כללי למעט בנקים,"[{""contents"": ""אופטיקה פלמרי"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201905338.jpg""}, {""contents"": ""עדשות מגע"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201905361.jpg""}, {""contents"": ""אופטיקה פלמרי"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201905308.jpg""}, {""contents"": ""אופטיקה פלמרי"", ""photo_url"": ""https://br7ckan.blob.core.windows.net/br7blob/signs/201905335.jpg""}]"
